CONTROLN,HIT,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,LONGEVITY,AGE,RAMNTALL,NGIFTALL,AVGGIFT,PROP_RESP_CARDPROM,HHAGE3,HV2,HVP4,IC5,EC4
182596,0,2,43,27,46,7,3,3,131,74.0,2.34,0.7,3.3428571429000002,0.20833333333333334,32,674,29,15070,37
182606,14,0,35,28,37,7,3,5,83,51.0,0.55,1.1,0.5,0.6,28,457,8,10787,34
182619,1,1,43,26,37,7,9,3,107,7.0,0.59,0.7,0.84285714286,0.1111111111111111,25,540,15,10756,37
182671,0,0,43,21,33,7,6,0,143,37.0,1.205,3.8,0.31710526316000004,0.68,30,462,14,10060,35
182674,0,0,53,10,46,7,11,0,179,17.0,3.47,1.7,2.0411764706,0.17647058823529413,30,399,7,8574,40
182679,0,0,54,65,34,0,22,0,83,64.0,0.75,0.3,2.5,0.15384615384615385,29,539,17,10338,35
182729,0,0,41,21,35,16,6,2,83,49.0,0.8,0.3,2.6666666667,0.07692307692307693,30,481,14,10536,37
182800,2,0,39,38,30,5,2,3,155,49.0,2.96,2.1,1.4095238095,0.43333333333333335,15,1127,78,16068,32
182803,14,0,30,16,20,5,7,2,179,40.0,1.71,3.3,0.51818181818,0.5,27,857,54,12689,34
182807,0,1,31,44,12,11,5,3,83,49.0,1.2,0.4,3.0,0.0625,14,1088,81,14376,42
182850,14,0,37,30,50,6,7,1,179,49.0,1.99,3.2,0.621875,0.40625,30,696,37,12404,40
182853,0,0,40,35,28,7,5,2,107,58.0,1.5,0.4,3.75,0.05263157894736842,22,510,17,10792,34
182858,0,0,34,27,34,11,7,5,143,6.0,0.87,1.0,0.8699999999999999,0.17391304347826086,25,487,12,10618,34
182862,0,0,51,38,27,10,0,11,179,77.0,1.12,3.2,0.35,0.53125,26,572,25,12304,44
182907,1,0,36,18,38,12,3,2,179,49.0,3.43,1.7,2.0176470588,0.375,14,933,72,14192,41
182935,0,0,31,34,20,6,3,1,107,49.0,2.3,0.9,2.5555555556,0.09523809523809523,21,758,42,13043,27
182968,0,0,31,20,50,12,4,0,179,87.0,3.7625,4.4,0.8551136363599999,0.6571428571428571,20,801,48,12355,18
183007,15,1,36,32,17,7,5,5,179,80.0,1.62,3.1,0.52258064516,0.4375,21,638,21,10436,36
183036,13,0,44,20,45,3,5,4,167,67.0,1.84,5.0,0.368,0.696969696969697,23,552,12,10994,27
183061,0,0,37,18,42,10,1,2,59,75.0,0.5,0.2,2.5,0.25,21,798,50,13932,30
183073,19,0,41,22,58,5,3,5,71,39.0,0.5,0.2,2.5,0.1111111111111111,28,1084,63,22232,19
183087,1,0,41,28,38,6,3,2,155,68.0,2.67,1.3,2.0538461538,0.25925925925925924,26,974,67,22774,28
183107,0,1,39,30,36,9,3,4,119,49.0,1.27,0.5,2.54,0.15789473684210525,13,998,61,16476,25
183128,2,0,40,58,13,10,0,0,179,46.0,1.69,0.7,2.4142857143,0.16666666666666666,23,492,7,9019,38
183188,0,0,0,0,0,0,0,0,107,77.0,2.81,1.3,2.1615384615,0.34782608695652173,29,741,43,13520,20
183200,0,0,0,0,0,0,0,0,179,7.0,2.6,3.2,0.8125,0.48484848484848486,29,741,43,13520,20
183229,0,0,34,43,5,4,5,2,95,45.0,1.55,0.3,5.1666666667,0.11764705882352941,18,993,61,15270,26
183254,0,0,15,69,0,0,5,0,131,6.0,0.69,0.6,1.15,0.047619047619047616,21,426,0,7950,28
183326,7,0,34,33,36,7,5,2,131,39.0,1.59,0.6,2.65,0.08,30,757,36,10900,28
183353,11,0,40,35,36,18,13,4,179,70.0,1.71,3.2,0.534375,0.6060606060606061,28,549,29,11290,28
183398,13,0,45,33,18,8,0,2,131,83.0,1.6,0.6,2.6666666667,0.125,18,513,19,9020,24
183453,0,0,36,30,29,6,7,10,143,49.0,4.18,2.5,1.672,0.4,27,519,17,9780,31
183484,0,0,21,23,35,4,3,4,179,77.0,1.79,4.4,0.40681818182,0.6176470588235294,24,687,27,12896,30
183508,0,3,34,37,27,11,3,5,119,49.0,2.69,2.9,0.9275862069,0.6521739130434783,19,1272,90,21892,13
183521,16,0,35,15,42,7,6,3,143,17.0,1.72,1.1,1.5636363636,0.23076923076923078,33,693,22,12828,32
183525,1,0,30,29,32,5,9,1,179,66.0,3.77,2.8,1.3464285714000002,0.3939393939393939,25,410,0,7662,29
183528,4,0,41,35,33,4,3,2,179,87.0,1.74,2.4,0.725,0.6129032258064516,23,408,1,10641,32
183557,1,0,21,42,47,3,9,0,107,17.0,0.5,0.3,1.6666666667,0.21428571428571427,18,832,54,9765,24
183589,0,0,39,15,50,9,24,3,119,67.0,1.71,0.6,2.85,0.1,17,696,33,10891,31
183641,0,1,32,41,19,7,10,3,179,73.0,2.61,3.7,0.70540540541,0.5161290322580645,16,813,52,13589,27
183662,0,0,27,34,28,5,4,2,95,49.0,3.85,1.5,2.5666666666999998,0.23809523809523808,23,658,28,11657,23
183684,0,0,32,13,39,1,14,0,71,50.0,1.25,0.5,2.5,0.23076923076923078,14,1026,79,13699,32
183686,0,0,29,28,41,8,8,3,179,49.0,3.2,4.0,0.8,0.7941176470588235,27,526,11,10635,32
183693,6,0,51,39,37,5,2,0,179,6.0,1.575,2.4,0.65625,0.36363636363636365,16,881,68,11162,32
183698,0,0,47,43,30,14,15,3,71,45.0,1.0,0.2,5.0,0.2222222222222222,16,847,53,10833,26
183717,0,0,37,40,13,7,2,0,179,49.0,2.81,2.3,1.2217391304,0.42424242424242425,16,834,53,12956,33
183739,5,0,37,36,37,5,2,1,119,83.0,0.84,2.3,0.36521739129999997,0.625,24,591,22,10885,39
183778,11,2,42,45,30,8,8,3,155,67.0,3.08,1.5,2.0533333333,0.32,14,978,73,12593,35
183783,0,0,33,11,51,2,8,0,179,84.0,3.29,4.2,0.7833333333300001,0.625,7,956,81,21153,17
183799,0,0,33,51,8,4,4,2,107,68.0,1.25,0.5,2.5,0.09523809523809523,10,711,32,12065,26
183816,0,3,39,38,25,0,0,6,143,49.0,1.065,3.2,0.3328125,0.6666666666666666,15,539,5,18601,43
183876,0,0,32,28,37,9,7,3,71,49.0,0.55,0.2,2.75,0.1111111111111111,34,378,8,10602,34
183906,0,0,10,31,23,4,50,2,83,49.0,1.23,0.5,2.46,0.0625,15,901,66,15792,11
183917,0,0,10,31,23,4,50,2,179,66.0,4.54,2.1,2.1619047619,0.4117647058823529,9,871,61,10884,11
183923,3,0,31,32,35,14,5,2,71,81.0,0.5,0.2,2.5,0.18181818181818182,34,414,9,12875,31
183940,6,0,39,32,37,8,11,7,119,58.0,3.2,1.2,2.6666666667,0.20833333333333334,34,479,13,12054,35
183961,34,0,24,15,51,6,3,11,167,87.0,2.31,5.8,0.39827586207,1.0,56,593,17,11977,25
183988,6,0,41,24,34,11,14,3,179,86.0,1.03,3.3,0.31212121212,0.4722222222222222,32,669,31,13929,13
184003,0,4,36,27,63,8,5,0,119,49.0,4.07,1.3,3.1307692308000004,0.3333333333333333,58,295,0,20864,24
184011,12,0,42,38,43,9,5,0,155,82.0,2.25,0.6,3.75,0.11538461538461539,49,1563,75,24703,21
184019,1,8,41,46,13,3,5,3,179,74.0,1.32,2.9,0.45517241379,0.45454545454545453,10,548,20,11192,18
184086,7,0,36,43,34,4,4,4,179,6.0,0.91,0.7,1.3,0.10714285714285714,18,648,19,12577,35
184088,0,0,34,67,10,1,7,2,59,74.0,0.5,0.2,2.5,0.16666666666666666,20,394,2,8542,33
184116,0,22,16,99,0,0,22,15,131,17.0,1.63,0.8,2.0375,0.125,22,1043,76,12032,24
184127,0,0,31,37,43,8,3,4,179,47.0,1.1025,3.2,0.34453125,0.59375,19,462,4,10299,29
184129,0,2,33,15,22,16,3,2,179,49.0,1.88,3.3,0.5696969697,0.3870967741935484,22,760,32,12044,24
184137,0,93,5,17,4,2,2,44,83,49.0,0.5,0.2,2.5,0.16666666666666666,0,1158,67,7947,15
184145,0,1,48,19,57,8,9,4,179,59.0,3.3,3.6,0.91666666667,0.4523809523809524,29,749,40,17682,29
184152,5,3,38,57,6,6,8,8,131,47.0,2.94,1.3,2.2615384615,0.19230769230769232,8,708,27,13494,24
184165,0,1,50,25,36,11,7,3,179,26.0,4.4,4.4,1.0,0.7058823529411765,27,787,44,13840,25
184181,0,2,41,29,28,2,5,1,179,37.0,5.1,4.1,1.243902439,0.6666666666666666,17,1394,87,21439,21
184200,14,0,40,40,24,5,10,1,179,47.0,2.48,3.2,0.775,0.5151515151515151,18,648,19,12577,35
184207,0,1,35,41,29,6,6,3,167,79.0,3.78,2.6,1.4538461538,0.5,18,812,58,13363,23
184229,0,1,41,41,14,7,12,2,119,67.0,3.44,1.1,3.1272727273000003,0.21739130434782608,11,888,65,16126,19
184239,0,2,34,27,36,1,8,1,179,72.0,1.26,2.9,0.43448275862,0.625,24,835,51,12070,47
184267,0,0,32,29,23,11,4,11,155,46.0,3.0,1.0,3.0,0.2222222222222222,13,618,17,13754,37
184275,0,0,37,40,29,6,2,2,179,49.0,1.23,2.5,0.492,0.6363636363636364,20,934,52,14279,27
184276,4,0,28,41,44,2,4,1,179,80.0,2.66,1.7,1.5647058824,0.4,17,861,64,10496,38
184291,0,1,40,43,21,6,7,7,179,62.0,10.73,1.6,6.70625,0.29411764705882354,15,712,35,12736,31
184294,0,0,35,35,23,13,4,8,179,49.0,1.38,3.0,0.45999999999999996,0.4,16,499,14,10942,42
184309,1,1,22,42,21,1,5,8,71,71.0,0.83,0.3,2.7666666667,0.15384615384615385,11,600,19,10989,30
184325,16,0,23,49,22,6,7,6,119,49.0,3.06,1.8,1.7,0.2916666666666667,19,642,30,8307,28
184334,6,0,48,34,32,18,6,4,167,77.0,2.77,2.7,1.0259259259,0.46875,22,730,32,17355,26
184347,2,0,36,54,16,12,8,5,59,48.0,0.5,0.2,2.5,0.125,6,751,47,16190,14
184355,0,0,36,54,16,12,8,5,83,49.0,0.9,0.3,3.0,0.2857142857142857,12,1253,84,14423,28
184452,0,0,42,40,46,0,6,14,179,72.0,2.61,3.0,0.8699999999999999,0.46875,29,397,1,13167,29
184513,0,0,35,48,21,1,0,5,107,49.0,4.05,1.2,3.375,0.21739130434782608,16,500,5,11275,18
184541,0,0,52,14,33,0,4,7,107,49.0,4.16,1.3,3.2,0.375,26,1367,87,30875,26
184557,4,2,19,28,47,5,13,7,71,84.0,0.75,0.2,3.75,0.1111111111111111,9,1038,69,24717,16
184584,0,14,40,55,7,4,11,10,95,41.0,2.82,1.3,2.1692307691999995,0.4,2,1014,64,21420,13
184599,0,81,13,12,1,2,3,34,71,49.0,0.55,0.2,2.75,0.09090909090909091,3,1154,96,9791,27
184603,0,2,40,50,14,10,9,7,95,49.0,1.4,0.4,3.5,0.2222222222222222,8,789,43,15629,33
184645,0,0,20,0,0,0,0,0,95,49.0,3.5,0.4,8.75,0.09523809523809523,20,1318,86,20934,32
184646,0,0,20,0,0,0,0,0,95,78.0,2.05,0.7,2.9285714285999997,0.09523809523809523,24,1522,93,34426,32
184673,0,2,28,44,30,5,9,5,107,72.0,1.65,0.6,2.75,0.15789473684210525,8,1143,74,24046,25
184688,0,0,36,54,18,10,7,10,179,57.0,3.78,1.7,2.2235294118000004,0.3,2,1783,98,27131,10
184716,0,1,24,43,8,13,25,17,59,55.0,0.5,0.2,2.5,0.25,9,761,42,11393,31
184799,0,0,40,71,9,12,2,4,71,39.0,0.55,0.2,2.75,0.09090909090909091,7,727,34,15510,37
184812,0,2,34,47,17,10,16,6,71,49.0,0.55,0.2,2.75,0.16666666666666666,10,982,72,19373,37
184927,0,1,37,59,11,15,18,9,83,37.0,1.3,0.5,2.6,0.25,6,904,58,18360,24
184963,0,0,31,43,13,14,20,10,71,43.0,0.76,0.3,2.5333333333000003,0.08333333333333333,3,1314,97,22991,23
184982,0,0,38,32,11,5,14,7,107,49.0,1.85,0.5,3.7,0.15,13,862,45,16833,38
185028,0,2,33,35,35,6,13,4,131,51.0,3.17,2.3,1.3782608695999998,0.5,28,550,24,7813,28
185033,0,0,54,32,51,8,4,1,83,47.0,5.75,0.8,7.1875,0.2222222222222222,34,650,28,10393,29
185035,1,0,17,19,60,12,2,3,155,43.0,4.55,0.7,6.5,0.14285714285714285,19,4219,99,43512,8
185036,0,0,38,42,17,5,7,2,179,86.0,3.36,5.5,0.61090909091,0.4,9,877,71,14550,23
185038,0,0,34,36,13,7,2,1,119,49.0,8.95,3.2,2.796875,0.5384615384615384,29,253,0,9018,43
185039,6,0,22,33,31,7,6,1,131,59.0,12.6,1.4,9.0,0.17391304347826086,17,1468,93,26013,15
185042,0,0,34,28,56,6,2,4,179,79.0,9.62,4.8,2.0041666667,0.5454545454545454,42,1652,98,15953,28
185044,0,0,26,12,88,9,0,0,131,49.0,5.63,1.8,3.1277777778,0.23809523809523808,24,2175,83,10676,26
185052,37,0,25,47,17,2,2,3,155,47.0,16.1,1.8,8.9444444444,0.2692307692307692,4,2654,99,38212,11
185054,0,2,23,45,10,4,3,3,179,47.0,5.67,1.6,3.54375,0.2727272727272727,11,2652,99,22609,19
185057,0,0,36,29,36,8,3,2,155,80.0,3.97,2.9,1.3689655172,0.22580645161290322,11,543,10,11334,37
185062,0,0,25,41,19,6,2,3,179,73.0,2.24,3.0,0.7466666666699999,0.391304347826087,10,748,39,10403,40
185063,46,0,18,31,23,7,4,2,179,77.0,4.33,5.2,0.83269230769,0.5,21,349,0,7194,56
185070,5,0,35,39,33,6,0,13,179,68.0,2.92,3.0,0.97333333333,0.45454545454545453,42,580,10,14363,12
185071,10,0,23,40,47,9,24,0,119,77.0,3.58,1.2,2.9833333333,0.2608695652173913,21,621,16,12759,20
185078,0,1,33,47,35,9,4,1,179,49.0,32.12,6.6,4.8666666667000005,0.4117647058823529,17,1903,99,18783,25
185082,0,0,0,0,0,0,0,0,179,49.0,20.9754,2.8,7.491214285699999,0.38235294117647056,21,480,11,9796,40
185083,0,2,30,20,39,12,5,1,95,37.0,2.75,0.5,5.5,0.15789473684210525,31,642,29,14859,34
185086,0,4,23,7,72,8,4,0,143,27.0,22.7,2.9,7.8275862068999995,0.20689655172413793,77,2733,83,17622,28
185087,3,1,55,15,72,9,2,2,179,61.0,10.5,1.1,9.5454545455,0.15625,63,1274,94,13680,38
185092,21,0,0,0,0,0,0,0,179,27.0,56.748999999999995,23.7,2.3944725738000003,1.0588235294117647,37,319,2,8195,41
185096,0,0,0,0,0,0,0,0,143,49.0,46.0,4.3,10.697674419,0.18518518518518517,39,813,43,9984,32
185097,0,0,0,0,0,0,0,0,179,71.0,14.96,3.9,3.8358974359,0.5294117647058824,35,328,3,10114,42
185102,0,0,42,31,48,8,3,3,131,69.0,11.56,3.4,3.4,0.45161290322580644,28,2198,92,23593,21
185106,0,0,36,4,53,10,1,0,179,78.0,14.125,2.6,5.4326923077,0.34285714285714286,41,534,7,14131,39
185107,0,0,26,33,25,6,2,2,179,57.0,6.33,1.8,3.5166666667,0.3055555555555556,10,2364,99,19119,29
185113,5,0,31,22,39,3,2,1,143,87.0,9.8,1.1,8.9090909091,0.1724137931034483,22,2215,98,31411,17
185118,0,0,14,66,34,7,3,0,119,55.0,11.72,2.1,5.580952381,0.3333333333333333,13,1809,96,5221,14
185120,0,0,33,51,6,7,4,4,143,61.0,26.045,1.3,20.034615385000002,0.27586206896551724,7,1588,95,26024,18
185121,0,0,34,33,20,6,1,3,119,41.0,14.1,1.8,7.8333333333,0.24,21,1471,88,17738,35
185126,0,0,0,0,0,0,0,0,119,49.0,32.25,1.2,26.875,0.09523809523809523,28,1575,86,15108,30
185128,0,0,0,0,0,0,0,0,107,27.0,16.55,4.7,3.5212765956999994,0.5652173913043478,51,2017,76,21778,32
185137,0,0,33,4,51,7,0,4,95,49.0,10.1,1.3,7.7692307692,0.3125,45,823,62,19737,43
185157,0,4,26,33,22,13,1,4,111,69.0,20.0,0.4,50.0,0.1111111111111111,44,1594,99,16585,21
185168,0,0,32,26,35,6,9,2,179,49.0,2.17,3.7,0.58648648649,0.3333333333333333,33,380,7,8842,35
185180,0,0,12,8,92,1,0,0,167,49.0,2.99,5.4,0.5537037037,0.78125,35,2391,99,6450,24
185250,2,0,27,37,33,8,7,4,59,49.0,1.0,0.2,5.0,0.14285714285714285,16,538,20,8234,28
185389,0,0,0,0,0,0,0,0,83,49.0,0.21,0.4,0.525,0.6666666666666666,20,728,42,15720,21
185467,0,0,34,25,37,9,3,3,179,17.0,3.25,3.2,1.015625,0.5,32,409,6,14351,42
185489,0,1,31,35,21,4,1,4,95,49.0,3.1,0.6,5.1666666667,0.1,7,798,55,15032,32
185490,2,0,26,56,14,7,2,1,119,55.0,2.06,0.8,2.575,0.22727272727272727,1,853,78,15108,24
185493,0,0,21,15,57,4,2,0,83,47.0,2.6,0.4,6.5,0.1875,26,1140,91,15589,25
185494,0,0,56,7,85,5,6,6,59,49.0,2.0,0.2,10.0,0.16666666666666666,81,576,4,12011,40
185495,0,0,33,31,22,6,2,4,59,49.0,2.0,0.2,10.0,0.16666666666666666,16,1942,98,13470,27
185500,1,0,32,36,29,7,3,1,83,29.0,2.5,0.3,8.3333333333,0.11764705882352941,10,878,68,21026,31
185562,0,0,34,39,23,8,2,2,83,49.0,17.25,0.8,21.5625,0.14285714285714285,0,0,0,2447,33
186731,0,0,28,50,15,8,3,6,155,62.0,1.78,1.6,1.1125,0.7,39,532,10,12221,31
187266,0,0,38,37,26,4,0,0,59,49.0,0.65,0.2,3.25,0.6666666666666666,14,760,38,12255,35
187284,0,0,44,24,43,11,1,5,59,49.0,0.26,0.3,0.8666666666699999,0.6666666666666666,21,637,27,13840,34
187301,0,0,22,27,45,10,7,1,59,49.0,0.45,0.3,1.5,0.6666666666666666,3,2494,99,26465,12
187303,0,2,22,20,23,13,4,1,71,49.0,0.9,0.2,4.5,0.4,24,3521,99,30238,12
187343,0,2,43,19,45,6,2,2,71,49.0,0.45,0.3,1.5,0.6,20,565,16,11078,17
187344,0,9,46,36,17,3,3,35,71,49.0,0.25,0.3,0.83333333333,0.75,19,581,13,11705,32
187346,0,0,40,26,33,6,1,4,71,49.0,0.38,0.5,0.76,0.8,26,1223,69,14986,28
187347,0,0,34,46,25,11,1,4,71,49.0,0.93,0.3,3.1,0.75,10,825,62,11963,37
187351,0,1,31,37,33,4,5,3,71,49.0,0.53,0.3,1.7666666667000002,0.6,18,1098,78,12500,29
187362,0,3,44,40,33,7,1,3,71,49.0,0.35,0.3,1.1666666667,0.6,18,1298,72,17034,30
187364,0,1,34,49,29,4,6,12,71,49.0,0.65,0.4,1.625,0.6,17,1156,91,23060,17
187368,0,0,0,0,0,0,0,0,71,49.0,0.39,0.5,0.78,0.6,0,0,0,0,0
187385,0,0,32,34,39,8,22,2,71,49.0,1.5,0.2,7.5,0.4,16,1295,87,27935,14
187386,0,0,18,13,41,5,4,4,71,49.0,1.15,0.4,2.875,0.4,7,3158,95,18999,15
187387,0,0,18,35,35,7,2,2,71,49.0,1.56,0.5,3.12,0.4,11,4785,99,40955,10
187390,0,1,35,40,14,11,1,3,71,49.0,0.32,0.5,0.64,0.6,14,1169,99,17400,34
187392,0,0,13,56,23,3,5,1,71,49.0,0.34,0.4,0.85,0.6,29,1642,99,17175,33
187395,0,0,44,30,44,10,16,1,71,49.0,0.33,0.5,0.6599999999999999,0.75,50,451,2,18536,32
187404,0,2,32,50,22,4,4,3,71,49.0,0.34,0.4,0.85,0.75,17,573,19,10178,41
187416,0,0,32,50,13,1,6,1,71,49.0,0.65,0.5,1.3,0.8,6,1345,77,25262,15
187417,0,0,0,0,0,0,0,0,71,49.0,0.32,0.3,1.0666666667000002,0.6666666666666666,0,0,0,0,0
187419,0,1,54,15,68,4,6,1,71,49.0,0.55,0.3,1.8333333333,0.75,39,1062,73,13297,33
187423,0,1,25,45,17,3,3,6,71,49.0,0.27,0.6,0.45,0.8,4,1091,94,17925,17
187425,0,0,30,66,7,1,3,5,71,49.0,0.36,0.3,1.2,0.75,5,1068,97,17933,22
187426,0,37,33,41,15,3,3,31,71,49.0,0.34,0.5,0.6799999999999999,0.6,5,731,26,11051,34
187430,0,0,0,0,0,0,0,0,71,49.0,0.31,0.4,0.775,0.6,32,603,14,12465,37
187443,0,0,38,39,36,5,3,2,71,49.0,0.46,0.4,1.15,0.6666666666666666,9,1362,86,14779,34
187449,0,0,54,19,62,9,8,8,71,49.0,0.36,0.4,0.9,0.6,38,1294,77,18566,27
187450,0,0,40,30,23,10,12,3,71,49.0,0.28,0.5,0.5599999999999999,0.6,9,885,56,19709,38
187452,0,2,36,22,68,13,3,1,71,49.0,0.5,0.5,1.0,1.0,39,1156,82,29291,9
187453,0,0,53,4,79,2,1,0,71,49.0,1.0,0.3,3.3333333332999997,0.6,63,3429,98,61816,18
187455,0,0,32,25,46,8,5,3,71,49.0,0.45,0.3,1.5,0.75,18,1558,98,16526,37
187459,0,0,0,0,0,0,0,0,71,49.0,0.29,0.8,0.3625,0.8333333333333334,0,0,0,0,0
187462,0,2,7,17,36,7,2,4,71,49.0,0.71,0.8,0.8875,1.0,15,1522,95,7746,12
187472,0,0,21,21,21,5,13,1,71,49.0,0.88,0.7,1.2571428570999998,0.8333333333333334,14,751,50,14164,28
187480,0,21,38,47,11,9,1,17,71,49.0,0.37,0.6,0.6166666666699999,0.6666666666666666,0,0,0,7333,27
187482,0,2,32,26,43,4,2,2,71,49.0,0.34,0.8,0.425,1.1666666666666667,23,2001,97,18363,37
187485,0,0,51,16,64,9,3,3,71,49.0,0.36,0.8,0.45,0.8,46,867,48,13141,30
187493,0,0,42,38,20,10,7,19,83,49.0,0.32,0.3,1.0666666667000002,0.6,11,765,47,14426,19
187495,0,2,43,59,20,10,9,19,71,49.0,0.84,0.6,1.4,1.0,13,1021,65,16125,30
187497,0,0,26,44,21,5,5,4,71,49.0,0.46,0.5,0.9199999999999999,0.6,6,779,57,16342,25
187502,0,0,42,38,40,7,4,1,71,49.0,0.73,0.5,1.46,0.6666666666666666,25,1081,96,19867,27
187508,0,0,0,0,0,0,0,0,71,49.0,1.45,0.7,2.0714285714000003,1.2,0,0,0,0,0
187510,0,0,27,22,30,13,4,3,71,49.0,0.34,0.5,0.6799999999999999,0.6,22,926,62,20004,19
187513,0,3,43,37,26,5,8,6,71,49.0,0.42,0.6,0.7,0.6666666666666666,9,747,38,17206,29
187517,0,0,33,20,37,7,2,2,71,49.0,1.15,0.7,1.6428571429,1.0,39,393,10,10286,22
187518,0,0,29,44,20,7,3,4,71,49.0,0.87,0.6,1.45,0.8333333333333334,5,1054,86,17306,23
187527,0,0,9,52,19,6,1,2,71,49.0,0.4,0.5,0.8,0.8,2,1024,99,20943,13
187528,0,12,28,56,14,5,4,9,71,49.0,0.75,0.2,3.75,0.3333333333333333,2,1406,97,14471,27
187529,0,0,34,14,57,1,7,2,71,49.0,0.8,0.4,2.0,0.6666666666666666,11,1397,99,24238,16
187530,0,0,0,0,0,0,0,0,71,49.0,0.36,0.6,0.6,1.0,0,0,0,0,0
187532,0,1,33,45,13,3,2,3,71,49.0,0.9,0.6,1.5,0.8333333333333334,6,1359,96,19082,25
187534,0,0,24,39,11,4,2,1,83,49.0,0.95,0.6,1.5833333333,0.7142857142857143,12,807,46,16588,23
187541,0,10,43,54,30,9,2,7,83,49.0,0.25,0.7,0.35714285714,0.7142857142857143,27,908,74,13769,21
187544,0,0,24,27,36,3,1,0,83,49.0,0.81,0.6,1.35,0.7142857142857143,8,2118,99,26657,28
187552,0,0,29,38,28,5,3,2,83,49.0,1.26,0.8,1.575,1.0,14,922,58,17855,35
187564,0,0,21,17,32,6,1,1,83,49.0,0.54,1.1,0.49090909091000007,1.1428571428571428,7,537,8,7033,35
187571,0,0,37,18,25,7,4,0,83,49.0,1.18,0.6,1.9666666667000001,1.0,26,626,24,10873,52
187587,0,1,24,60,6,4,10,2,83,49.0,0.44,0.6,0.7333333333300001,0.6666666666666666,2,789,50,18815,16
187596,0,78,11,35,0,3,4,35,83,49.0,1.12,0.8,1.4,1.1666666666666667,0,3238,50,9088,26
187604,0,1,21,37,6,7,2,3,83,49.0,0.53,1.0,0.53,1.1666666666666667,4,1675,99,22094,11
187605,0,0,0,0,0,0,0,0,83,49.0,0.55,0.5,1.1,0.8333333333333334,14,1311,71,17796,28
187612,0,0,19,26,29,5,2,2,83,49.0,1.34,1.0,1.34,1.1428571428571428,6,909,81,15128,23
187619,0,0,14,7,35,9,5,3,83,49.0,1.05,0.6,1.75,0.7142857142857143,10,981,72,15820,38
187624,0,0,49,19,50,8,3,1,83,49.0,0.8,0.9,0.8888888888900001,1.0,43,646,29,11338,34
187628,0,0,22,28,38,6,21,2,83,49.0,0.72,0.7,1.0285714286,0.8571428571428571,12,930,65,18693,34
187632,0,28,36,38,27,9,4,11,83,49.0,0.91,0.8,1.1375,0.75,5,821,35,13880,30
187637,0,0,24,39,14,4,2,3,83,49.0,1.5,0.7,2.1428571429,0.6666666666666666,16,1357,93,21059,23
187638,0,0,23,21,42,9,3,4,83,49.0,0.745,1.1,0.67727272727,1.0,11,2690,99,9419,16
187639,0,0,30,20,47,6,4,1,83,49.0,0.5,0.6,0.83333333333,0.625,21,1381,99,23089,36
187643,0,0,36,51,22,4,3,3,83,49.0,1.5,0.4,3.75,0.5,12,2797,93,28668,21
187645,0,0,25,25,45,7,5,1,83,49.0,1.25,0.5,2.5,0.5,32,453,13,10145,28
187646,0,0,56,12,71,1,5,1,83,49.0,0.58,0.7,0.8285714285700001,0.625,39,1062,73,13297,33
187648,0,0,0,0,0,0,0,0,83,49.0,0.35,0.9,0.38888888889,1.0,30,1237,98,13040,32
187662,0,0,22,21,35,5,3,3,83,49.0,0.61,0.8,0.7625,0.7142857142857143,16,700,37,10377,29
187664,0,0,40,30,41,11,9,1,83,49.0,1.95,0.7,2.7857142857,0.625,24,461,3,9331,29
187673,0,0,26,27,30,5,2,4,83,49.0,0.6,0.6,1.0,0.7142857142857143,12,1078,68,16686,29
187674,0,0,40,19,37,7,4,10,83,49.0,0.25,0.7,0.35714285714,0.8333333333333334,32,580,29,16392,20
187676,0,0,27,32,18,10,2,2,83,49.0,0.91,1.4,0.65,0.875,14,1745,99,16791,26
187678,0,0,28,44,10,5,0,0,83,49.0,0.47,0.9,0.52222222222,0.875,11,649,30,10031,43
187687,0,0,0,0,0,0,0,0,83,49.0,0.49,0.8,0.6125,0.625,42,2348,97,23259,35
187691,0,0,26,31,32,6,4,1,83,49.0,0.38,0.9,0.42222222222,0.625,20,926,63,14570,31
187698,0,11,33,18,8,1,4,10,83,49.0,0.7,0.7,1.0,0.625,6,526,12,7655,35
187701,0,0,47,26,46,4,1,2,83,49.0,0.77,0.9,0.85555555556,0.75,8,4804,99,32841,23
187708,0,1,26,43,21,3,3,2,95,49.0,0.99,1.1,0.9,0.8888888888888888,8,1463,85,20743,18
187709,0,13,36,36,20,4,3,6,95,49.0,0.815,0.7,1.1642857142999998,0.75,8,1116,74,13975,33
187710,0,0,23,21,27,4,1,0,95,49.0,1.0,1.4,0.71428571429,1.0,10,633,13,12735,31
187712,0,1,41,32,38,5,2,3,95,49.0,1.24,1.2,1.0333333332999999,0.7777777777777778,22,1107,60,16563,33
187720,0,2,32,39,20,7,2,2,95,49.0,0.92,1.0,0.9199999999999999,0.7777777777777778,30,1518,99,22875,32
187721,0,0,32,45,38,5,3,2,95,49.0,0.76,1.6,0.475,1.2222222222222223,13,618,21,11794,26
187723,0,0,31,21,25,8,2,0,95,49.0,0.47,0.6,0.7833333333300001,0.625,26,615,21,15187,32
187724,0,0,20,22,41,11,4,0,95,49.0,0.94,1.3,0.72307692308,0.6666666666666666,19,1953,68,28376,23
187728,0,0,55,18,55,5,1,2,95,49.0,0.7,0.6,1.1666666667,0.6666666666666666,39,2859,99,66353,12
